EmployeeHash,Section,JobTitle,HireDate,TerminationDate,TerminationReason
ef4604caca61121cea323ae564cc3a0d3b7a6248e363b089d20f5ffe40e11315,Production,Assistant,2013-04-13,,
b358815bc4588d9962ceb8104b360f06e997a3b3b3965690e389bbdaeb6900d9,Production,Storekeeper,2013-04-17,2014-10-14,Resignation 
2787cbb574a482958fee71558f8b4c980808268c94ddfeedadc713397837a3f2,Quality,Assistant,2013-04-23,,
e63f02be28a5f2546e0fecb65aab7ab31e11335a49ed341404fb18e8fa567a15,Logistics,Operator,2013-04-29,,
4b6b087424ae119da026d2427ce19867eb44cc7037c8014cae417adb821937ff,Production,Storekeeper,2013-04-30,2015-08-21,Layoff
6f0f7fdebcf59de5370fb795f164922638200eee57fff7d19bb5d2444e3e7add,Production,Assistant,2013-05-01,,
fcf7b411d8704dfc302dedad036c1a578d7a1c390ba2b7c7cc9c5b3abb5fedc8,Production,Assistant,2013-05-03,,
4c36207a88ba7b8eb9304c982e347f62622ef27e13e280e92c3c7b53b14be681,Production,Storekeeper,2013-05-16,2014-05-21,Resignation 
74c755540fad93e86ec49b32c6ff5742c5058629b5aa182d7f3fb6f5cc46ce1d,Production,Assistant,2013-05-18,,
04094d39e5d375069aa5b8596e07b4aff88db21effe11ed7015d48279debe44c,Production,Storekeeper,2013-05-21,2015-08-21,Resignation 
d3edbc92725956ada68d0b7e3049f9149672510941dc02b27d08dbc621fd2530,Administration,Assistant,2013-05-23,2024-06-19,Resignation 
d0dd5b53f6723f19cb0cf1305e9f34fb7677f23783764e9fabeaf6faac8dd886,Production,Assistant,2013-05-24,,
45cf092d0c134c555a511e734857b0731fd7d495a9bfebcbf4927cb10e2c0a47,Logistics,Assistant,2013-05-24,,
f9d3f64a94122f82a254f7bebd5dce98d18664b3ebe5dd973845e06824b2f54b,Production,Storekeeper,2013-05-25,2014-12-15,Layoff
3121ffaf12a6a459f01cce0a20c2074d037ffb14db1769dd29d427dbff6d72f2,Production,Assistant,2013-05-29,,
f4f214995e59eb280699d53d23299cc241bd7ed9b4de67b3ea7cd633f5e24b7c,Production,Storekeeper,2013-06-04,2013-07-29,Resignation 
e51db5fed02cbd8a5659782a3b76e5add66fe8cad225ac75ced24f59f1f49000,Administration,Supervisor,2013-06-05,,
e5bd8a9fedd66eb7db2a633c3d99bd7996c29f44003ae62bf3fa898d9c193553,Information Technology (IT),Supervisor,2013-06-06,,
b991f0d73afef924830b9342cf59267ae232ee7494f3f07f3e6f41952bc04154,Production,Assistant,2013-06-10,,
188315718c20753896e2836f25fb9ad2c5291c3913397739b311c3f19be65586,Production,Storekeeper,2013-06-19,2014-11-19,Resignation 
8f782a80a1b5c3d0ad827a4fe0f47a829a288d25371da06332deaadf8936500a,Production,Storekeeper,2013-06-20,2014-07-27,Layoff
be65a05151d41524ca1f027bc79f09729f317d490b999471c5416fc839414ec1,Production,Storekeeper,2013-06-21,2014-03-26,Resignation 
957fcdad28cd837d2f81c92a75ad9858a4df4143f3256aa264f044f8a2da0c34,Quality,Assistant,2013-06-23,,
1432dc21ec64ff17357cfe6e610d3ab683a22589d3cba6837e22cb17355012d0,Production,Storekeeper,2013-06-25,2014-08-20,Layoff
82cb608cc84f72f21085feefcef6cac17d7092ce1571f26adfa616552a4ecf72,Production,Storekeeper,2013-07-01,2013-12-03,Resignation 
26df710437ad9d1e8d752635b00489ca4fd5ec6de80b8994ba6d7cab36c0c233,Production,Assistant,2013-07-04,,
e1707fbdaf0dc13b52997f7bd8b4c7aa0e78872481fcf1032cc79636f0fae19a,Facilities,Supervisor,2013-07-08,,
fc91b5c3fb4b0e1a612d4fb31af68c60f49e086e1425c53a55e7cd058cbd9a1b,Logistics,Operator,2013-07-09,,
9b9d7166e75acd81c578d42bd7f8e42fb8e1d5c417cc8b823b78992147d688ff,Production,Storekeeper,2013-07-13,2014-06-26,Resignation 
ca78909594fcf08249ccd75cb10d2dfbdab353d6de2ee9e78e2d571408cf4871,Logistics,Assistant,2013-07-21,,
e5f0b8cd7cf95ec87b9ac1229a36e844e6ecbe796390a3906a1d20f25b2aa22c,Sales,Supervisor,2013-07-22,,
f73ced3cdf52feb213744ded8e2cf1d0fe9c5a98961372adfc734ef45f526788,Production,Assistant,2013-07-23,,
e6aa5c428a70822da9481a7f0d4299000d739e7e6d58c4b2061f24f7b67ff023,Production,Assistant,2013-08-01,,
bbd7e425f2b6de0aaaab35b4c5d74d98d9693f7bc9e20886fdf3c8a69c962629,Production,Assistant,2013-08-03,,
2f6251e70962db7bd68548fe821a717608494e3f0e21b0e18add99761deb7694,Production,Storekeeper,2013-08-04,2016-03-10,Layoff
0d1b18c29ce798020194dd37d84e3b6eccdfc0c05573a7f9636a0ac4752753bf,Production,Storekeeper,2013-08-09,2016-03-11,Layoff
8897f0d9a18896373bdf861e9729219053c29a97853405b624ebfc1654128789,Logistics,Coordinator,2013-08-10,,
bf2199f011e9a2f455708d88042574d849dc1c114753f5b0f6ea65e54a6d51ef,Production,Assistant,2013-08-11,,
515ca7d5e82633ff6de7e35a855ffe0daaee1561070eaf1a04d190af961cba1b,Maintenance,Technician,2013-08-11,,
444ad1b21de0a26e51c007e655b5e39adb9d45a5357ea3eb4f7f31e2acb0d700,Production,Assistant,2013-08-12,,
8274a0d9c657b6affa22cb3016c6a828621c6b3e12920c41d3e8d7cba56e1f94,Production,Storekeeper,2013-09-05,2014-10-18,Layoff
35f80d60e3fa065ea2e8ea2c1d26822ba4304e22c38b82ae9f809483ec864b4b,Production,Storekeeper,2013-09-10,2014-12-06,Layoff
cc011789b4eedf869b441f21c874887d236c72d86d12f6b5bfdd1dddb341c61a,Production,Storekeeper,2013-09-13,2014-11-29,Resignation 
9cdd74d2b076e4816727ce1d110082e7054d74091315b9cc3ae345a223fb84d3,Logistics,Operator,2013-09-14,,
a6d6745da35abed8a638c6077e17e7218cfe367635bc599ee7610a396a3e05c3,Production,Assistant,2013-09-16,,
0a6feb327785e10fd8606c2c762f3df83daa5c37c1d0795794cc31d55dfe0384,Production,Storekeeper,2013-09-17,2016-09-06,Resignation 
0debfd8c9733f53b9cfe7ea43518df16eb6f0c1a1da6ed83183acb983016a0c2,Production,Assistant,2013-09-17,,
67ac4abc0b39c73ca24f53e53a6d71684194f1fb84fb719a21a296869ab89268,Production,Storekeeper,2013-09-22,2014-03-20,Layoff
16abd947c379507ece71696d38203d0e3fceb38a283dbcce185a9cc217fde0e5,Logistics,Operator,2013-09-22,,
74a7e7725e85ceb320b964331da7f4866f41158f7e77ea5afc580e802d493785,Maintenance,Technician,2013-09-28,,
ce179597d1153994ce82c7a05a58580e8f42b637744cd98e3d63dec9de866b81,Production,Assistant,2013-10-02,,
ab092b65c735d3682689c91c44958df995c8b6d96a7c0d1c14e512b68e149334,Production,Storekeeper,2013-10-03,2014-04-15,Resignation 
6ef2a377c7c20e8b5238de7df561d10d970c99a2c371585474291e4dceb037c9,Production,Operator,2013-10-03,,
3b1b701f256fb7beb18c62dbccbb3408100a45a5a5fe60f3b767319d03750788,Procurement or Supplies,Assistant,2013-10-06,,
ab7cc726444bb3576d7d7dc9e97db67ed1d67822fb0f87dd726bdf5b70314095,Production,Assistant,2013-10-06,,
580e8bad019d038894ad18ee5494d6ce5864713a38d00cd3cc0ee4aa319985f1,Logistics,Operator,2013-10-11,,
c7c1977a5f186536189c44ed13913d0bea15d0e32e1b42ef6c689a39babaf465,Production,Assistant,2013-10-12,,
6f9d92aab40b3b0656b33a08d92dbf8fc20a8eafa69d90e13036e4d946df4947,Production,Assistant,2013-10-13,,
a159f9c0025d63c8c5bdbcd9ce158e8d137296a9b6d38b42c155a559f2d3f084,Production,Storekeeper,2013-10-15,2015-07-16,Layoff
59b451ecab0cd4278ad1dec38b0d67b06dae823e7a5f7bfc53f2b6a434d5c4bb,Production,Storekeeper,2013-10-15,2014-07-24,Resignation 
65ae410b21e716163256bb3a3b0b2429f0124d3194439c80e3def5e22237606b,Production,Storekeeper,2013-10-26,2014-04-12,Layoff
16122e7b2042912f4e6a76831e7a78f82d5aea3bf36fd1286aee58b8debcf06e,Maintenance,Operator,2013-10-28,,
682a6992929805c7207d18a774ea5e1806af0d483b5f07ede94c0577a6dd4f29,Logistics,Assistant,2013-11-03,,
7c89b2d5b6103a1e9d8f9cfd1f50b30575b380ef62126745b894e03b1950dc0f,Production,Operator,2013-11-06,,
26272ec4f03dcbd1ee5d94981485c6d18c0cc6fc65ac9903e4454e810f1ce409,Logistics,Assistant,2013-11-12,,
0f0fa9adb007428d22e9493d12ebaf6a6b6062ed3f75a30fe6c59e7d50e52f93,Logistics,Foreman,2013-11-13,,
371799717ed1ff7868bfb659da907029a1d0c2ba8968d955f7bc8bd017ac06af,Production,Assistant,2013-11-16,,
395f702969defad7bb7648d459f45776acfbf3911469ad0088e3018be31dce31,Production,Storekeeper,2013-11-17,2014-01-25,Resignation 
c58513e1d2044ff213e156f9e0f69f7edc2b60484f8120a9a5fa3fc80ba13a19,Production,Storekeeper,2013-11-21,2016-01-05,Resignation 
a42c2d6994b9b2b57761be8e18aab1ad251e3bbb06e09b5ef1fa325851ba7eb3,Production,Storekeeper,2013-11-23,2015-01-07,Resignation 
56d00f47655c9d08cb25ae0c0828b6419a0be31633ed5e774d63e912a9024f24,Production,Assistant,2013-11-23,,
7c83e3e59af89723a58c1771b64a2340dcfd450f1e406311ba81087f70960d19,Logistics,Helper,2013-11-27,,
2aedffc639ef91104bc64783854034eca8e97dbaaea5bc020a394c643e0ae1db,Production,Assistant,2013-12-01,,
b0c28280e8852041c07d3cb0f051b3665648a8012cbcb222df3bfc036f3cee2c,Logistics,Operator,2013-12-06,,
4f7389fae47c41fd071b6ffe31f5e669b38d8dc66b892da029b8255502efc3bb,Maintenance,Operator,2013-12-06,,
1f700422410624e14904b887811e4d62239b439f78aa386e6da23f4c5e2f4e1d,Production,Storekeeper,2013-12-09,2014-12-26,Resignation 
0669af3bc152243b19554b85f756ec77fd6b7385b5915232299f8090d5a640c1,Production,Storekeeper,2013-12-09,2014-10-28,Resignation 
465794982efd32b086a9f22721d37975fff4b38ded9f3030e0865e6616ecccee,Procurement or Supplies,Assistant,2013-12-09,,
6682cae4036aae4c39e9fe071df99da02edd66d1bb5e92c0966c9b831f6929dc,Procurement or Supplies,Assistant,2013-12-11,,
fad50b10180eb3c5bc25f1d0a0a988e43c0a0974608882662e66a995e89e9d36,Logistics,Helper,2013-12-13,,
82282e7a0f66878adc72ad007b4445687d799227ee5c72e8efc3454ff92f9f58,Production,Storekeeper,2013-12-14,2014-12-14,Resignation 
999ab1c8adf68af97eecc1c5c3037bf5cc2ec9edf0824980f35b4e482ad7ad3d,Production,Storekeeper,2013-12-14,2014-09-29,Resignation 
6a8a448f5e314d513456d570595a8dc6b974e77e1e8d8ad75138eb6495ea33ad,Production,Assistant,2013-12-18,,
3f166e8924372ab436ebfc7ed8d71bd585d88026d50327f44c3c68a028f342aa,Quality,Storekeeper,2013-12-23,2015-06-12,Resignation 
cd6a34a0198b157dee7842123e338502f1587bc2625d251ca7303efe4894d064,Production,Storekeeper,2013-12-24,2015-07-03,Resignation 
d30c3dc3c9bf61c32d8ea60a9970516ab56075262876336cb3f8e9aa719d96f0,Production,Storekeeper,2014-01-01,2014-12-21,Resignation 
17e547913d80d1dedadc74e26d4c3084c6ebe054b5709d0e40fb0df453768d49,Production,Assistant,2014-01-01,,
bc44084758c0505dafda7f5e997a7167d104af6ede9cf40056a0f6cfa528d690,Production,Storekeeper,2014-01-07,2015-03-23,Layoff
26132ff31cbcba3bdef4a04831f8b9e0c7c9bbc793ba8b8f1214a53b62cebc03,Production,Assistant,2014-01-12,,
2159c296a36d214149a08c5c7cf5a6dc0529f65d64067a30b941f1025bbe83e4,Production,Assistant,2014-01-18,,
38a7c0cc5aa0b336741269f1f89c4ade9b6337d23faaefc604e8fa7edbde90e3,Logistics,Leader,2014-01-21,,
bba29b4fe4709c43f1269a3a578f64cd0507a766331ae5ccd889e84538906833,Production,Storekeeper,2014-02-09,2015-06-25,Resignation 
212f459eca953c21f1a38ee5caf497d5fffc82143250aa1df9a6644255087f8d,Production,Storekeeper,2014-02-11,2014-12-09,Resignation 
84f70802dd31d22fe54f027ba65990859c124d275f783d41eccbb63fc28ec80b,Production,Storekeeper,2014-03-03,2014-10-26,Layoff
4a5dc23d427cd73111fbd3d50629c257e606f95cdc1cdf23913daad1bbdb98db,Production,Assistant,2014-03-10,,
ac1746172064c02883e593c91b44e43c374b368762fa1c81c2ffb09d005ae2db,Production,Assistant,2014-03-11,,
dfee11763fef5991d0c45b2db45fb0a4e7b44598acf6a40899b3a7ddf35408b2,Production,Storekeeper,2014-03-17,2014-12-06,Resignation 
e647dad24fb21901844abd9a77910162732157f028b673618226213a24d0d1f9,Marketing,Coordinator,2014-03-17,,
1c53d03023b836c304e307c28970197498bdddec71d28dd51515d720b34b2088,Production,Assistant,2014-03-18,,
2449691b20c85cf99ac8a1934edec9a86b94c9c64615fef0acb77209b4763e34,Production,Assistant,2014-03-27,,
cbc377e2f7882423d88d071bbf0a62c0723fb68adc295002278f2aa072c66650,Logistics,Operator,2014-03-27,,
93d1c5bf72dbdd4f965741d722b7effdc39642103bccf55539eee034bdcc89a0,Production,Storekeeper,2014-04-01,2015-10-17,Resignation 
364dd3a251ae313df9af7093c9bf30c544ffd00cb55fb04cc9580540f685ebd6,Maintenance,Operator,2014-04-06,,
bdcdd4fa394f29df85e16c5cd7e96ac3983b46a228602f907b75c3240d8fed32,Production,Storekeeper,2014-04-10,2015-10-25,Layoff
2c59edac6423684977bd4510de43c6acc77ab952e9de7bc15aee215490c2d1e8,Production,Storekeeper,2014-04-14,2015-10-24,Resignation 
fdb494ac0cccd7d32eaca2557b130e5b3f62ef1c72307e3c7c5f9386d32a230e,Quality,Coordinator,2014-04-18,,
741282873c0fddf271c3a24f938401c6a6a0a8c68dfdec0f7a982a94fc869811,Production,Assistant,2014-04-20,,
56447dfad0b947db7bf8f4a32ef6caae3d62a36e1a14b7a57e26a6ef865d44b0,Production,Storekeeper,2014-04-27,2015-01-30,Layoff
848280330e2461b3ba26489c05dd6a02124ed070bcba8de3aa5bcab1a146f0af,Production,Assistant,2014-05-02,,
804c15dda1157cdee96201bb6296380007768b0d56ee3b97f7739d272b50da16,Production,Leader,2014-05-05,,
0f5f30156e10aac44af1b892b6665447b4c2e7a31f00bb771c15f2526c5a4859,Production,Storekeeper,2014-05-07,2014-10-07,Resignation 
b6dba7385e4660159a24fffabdf1e9dc7959c83993198fa5bfaefa0d1e5720e5,Administration,Analyst,2014-05-07,,
13f71008266794bdeb6925352fbbefcc5342a4b22b9440386cc61cb3db1a02a1,Production,Assistant,2014-05-09,,
ab58b97472dfaa85ac70748047781a2596664277a322bb88408df1a6133606b0,Production,Operator,2014-05-13,,
9ddf670cd3673e30ef4eafc0e48460500ec76bbf66c558def03fcb0b12916b9d,Production,Storekeeper,2014-05-14,2016-02-06,Resignation 
7db1e3f6fc374358831e73fdcc0f953e259e9271adb1d25fe5712dd6f61aa258,Production,Assistant,2014-05-16,,
307eed1f72e3cc37f28e2c59e5771544d87372042666456083250a4fb191bdee,Production,Assistant,2014-05-20,,
34427e8a7d47cdc8a23496e07f60229268b64465049ba636873eb2b1e94fe824,Production,Storekeeper,2014-05-25,2014-12-01,Resignation 
abc81aacbc4a604aabbf8f3909d8e45ec7031938c65bf980a899ed70b6054341,Production,Storekeeper,2014-05-28,2014-09-13,Resignation 
37eb7a331b6acbca790a9c6bc4e022ab615b6aec4d9983d0478c91446e450bbe,Quality,Leader,2014-06-14,,
21b3a2ac4d2750c880385c54a994503213c80271e0931ba55ffc7321fac447ec,Environmental,Operator,2014-06-19,,
430c91b328e1f5fc331990623200f72ab40be6dd0f95d41258407e2223a33c4d,Production,Assistant,2014-06-21,,
1b2e6644c4a19faf07b3f66ef384e8a5b84636f35f2511502ffd0c232750b72e,Maintenance,Operator,2014-06-24,,
095274310080ee98c3a3158ca37348da0ecc5a2ce22ffcce9b659d54c74c4670,Production,Storekeeper,2014-06-27,2016-07-11,Layoff
bf94a866f4fecedb51f4c4b16dfce5d6d734e4591ba5a0d65427d96c61ec9eb7,Production,Assistant,2014-06-29,,
59283765b3ef35131d1ccae6b4714c967ebba73077ca32692f2d89ee2b0e2f66,Logistics,Operator,2014-07-01,,
524c4d4e2fa5d8a1e0d03a5a26470bbf35d5c095063c8999c70066f7ac4ad75a,Production,Storekeeper,2014-07-05,2015-05-18,Layoff
355492d7269af91c2fa6a29505b26d585df15a02be78b4a8373fe49fbd2fe820,Production,Storekeeper,2014-07-07,2016-10-12,Layoff
f4bc2facd30e8df0b8b04d633e418b27af80e247fa18a48eab17fa9274afb0f2,Production,Assistant,2014-07-09,,
373671311798d84c804621f745054a9087e65226c59bc79b67555157f1becbdc,Production,Assistant,2014-07-12,,
635cc8c2226d72e6c189fa4f4d67c50221f7416e63a2f986b6aac100fdb82377,Production,Operator,2014-07-12,,
fcd79f568598fd672fe1727fb009d28634d9e6932445a232963ae3771e988210,Administration,Supervisor,2014-07-14,,
63ed408fea808e8bdd12f7d3250c6f9470a4ce3b7f7d634f9f385be90a3924fc,Maintenance,Operator,2014-07-17,,
fa4c9a3073a649bc3108d6d9ae173bc8e95451c4a1bcc9d760a81a364bc7d678,Production,Operator,2014-07-18,,
e113dd350d808c594f7c0a3f250f9e57bdae4532d99aca07fdd09e4ed918ef9c,Production,Assistant,2014-07-22,,
3526d72546f20a340813b6c93d79ee91a16b17e874bf729873e6fbfaf5d6eec9,Production,Assistant,2014-07-30,,
99ac1e241265ffa98c1eb5bebac8b9290eda4316670719eea8886b5ce3fdad54,Production,Storekeeper,2014-08-02,2015-07-02,Layoff
628be9dafc873073c5b220fba1ad3df58af4962c4c1518bdf280a1b158df97b4,Logistics,Assistant,2014-08-10,,
18780f59091560c5ea783fb592784101853220e784ff5eee5bb59313ef725340,Logistics,Assistant,2014-08-13,,
bdd53b703a1695d8663bff1f30b7af88e2bd8858e6d52b0f07850a8886cb21b1,Production,Assistant,2014-08-15,,
ec16e715b4bb23396ea7b404016db7b7756730d25f8857b569051cf7125f61f3,Production,Assistant,2014-08-16,,
d88a2f0a2cee8ed88e9740b1610fb465f0829008e9ceac7ff24edb135f6a6ccf,Production,Assistant,2014-08-16,,
b9448cfe54c0efd4fc87ad3a4f6dedc711e579a2d99da46e6c85226ac2f5de05,Quality,Assistant,2014-08-21,2014-08-25,Other
4b5588333586db3c72fbd2b89b0c4be198e9dc25ba7642a9272db3793a8d8aa5,Production,Assistant,2014-08-25,,
730f5c40d34378ce2d9ebbc46d4b299ef9ea79b813b4c490224c82e5151994b2,Administration,Assistant,2014-09-03,,
c4a1467342d149c1088201a056655f268305f2b1e69ff07977ee341dfd1daed5,Production,Storekeeper,2014-09-04,2016-10-19,Layoff
7e4747a8df19c73ba2c0568766ef6bf6d6f69c7ce07610d427d924db620c77e5,Logistics,Assistant,2014-09-04,,
96a49ef26260f9c61a0ac2ddf41d4af00bf45ecf0d0d2ff237a0f6238cce96eb,Quality,Assistant,2014-09-04,,
ecdf382692b6266e059a402544eea46115967be53ff8de254bbebdb80d407616,Production,Storekeeper,2014-09-05,2014-10-14,Layoff
9e6dd111b1edc3c1ca7d2262b272a732d9837958ae232b6120904ed2b71bb1a6,Sales,Assistant,2014-09-10,,
dd4cc591229f43e306a033b01b5ff6128b59a21c4c24a90d3ea4c405dda2c3b3,Production,Storekeeper,2014-09-11,2015-09-27,Resignation 
591639d0062b3a3b5abd8b621646410f89adad0a2ad328282d3b0b901f4d1e47,Production,Assistant,2014-09-12,,
9cdaf333de560589dae00263ae6923e99a5fe1b1ca6f4d1316c0f478af0a8a57,Production,Operator,2014-09-12,,
0b3b86601f5edbbdb93f0e245aed7e2ab6ff71ccda1f3282598a2de326717d84,Production,Storekeeper,2014-09-13,2015-05-08,Resignation 
0986f61525a2675a29e0248b0782af200486932eb513a3b3d951880185b95750,Production,Assistant,2014-09-18,,
c990151a3e160df3ac4ffd34ba59009ef18b33b370f463cf394c5240fa236b88,Logistics,Assistant,2014-09-18,,
ef0988fc8ceebc13713a15636f56afe39da73b87883185d575657b9d33f7f223,Production,Assistant,2014-09-26,,
6ac0ded336162eb89e97beb21411d7d8443a85e765d50001e9e5539c73df008a,Production,Assistant,2014-09-29,,
570cfcd722ec51ee1bcad0c4d63e107c625ecfbf06d67a3446f8402da3055ec0,Production,Storekeeper,2014-09-30,2016-01-11,Resignation 
2f9e4f9250c6ebe6df47ba5b2070d5932bc307edcb52d764bd58edabf9b45ef0,Sales,Salesperson,2014-09-30,,
c88b881bf75c30a69344eff25209978aabc87bfa3c6207abd494bf1f1933a349,Maintenance,Assistant,2014-10-02,,
0d7e0450b66ef80b118bb9e3b722ed0880db7db90ea5c07c671ad8f853da86aa,Production,Storekeeper,2014-10-04,2016-03-22,Layoff
1371fbdc34d3bc6e44c24801a03db38b4ef93b52cc29c461595fb5e053b2ceea,Production,Storekeeper,2014-10-04,2015-01-21,Layoff
edc5dedf5d95c60d4de2fe4391ce8274017994919d20b4551b89d6e182994915,Production,Assistant,2014-10-09,,
c1c5686a156e0d6af425b52119d44447a708fb94393cb975dc73cb77542c3cfd,Production,Assistant,2014-10-11,,
b04c52519fad12ef3d077cbd98cf2860f2b9f0d1ca30a40f3ebb22f46069931e,Production,Storekeeper,2014-10-12,2015-01-04,Resignation 
8881e4482af43521b6523d22fe38310fd6d4f421ac81110bb8d6b52081a467e5,Maintenance,Technician,2014-10-13,,
7debbef6af17dee2181a9b9739c351435e1ffa442c29cfd9cb3544f3224486eb,Production,Storekeeper,2014-10-14,2015-01-24,Layoff
5d92fc926daaae37228848de1e41c582efb2b34848701de2c9cf282d66f24730,Production,Assistant,2014-10-15,2017-06-02,Resignation 
a5aac1226cf0754df6ca00f165f4a9a8eedf8729fa7f2fe5c236e99a05375e45,Production,Assistant,2014-10-17,,
06306d0f280b2e692c08ded188960e2ef94f9c40be1c76cd74a747920d31cc86,Human Resources,Analyst,2014-10-21,,
88a50fb3ae1acc02095738d7bdb856628fa19917a5a7d29f3088ac1032fb8f77,Procurement or Supplies,Coordinator,2014-10-21,,
ae1012c93b43e271bcb113b89771001b01aae4628af0d5097d54fc8adf49ccd4,Maintenance,Assistant,2014-10-23,,
144cae093c7e89557c33b74556dd47ca90cdf79187fc634b7eb33d9e4ba1c552,Production,Assistant,2014-10-28,,
b596f9f727a1888b7493a0b906d2339f7b32c6b0967478296bc5611c12745c8f,Production,Assistant,2014-11-11,,
508d7a5d1864f855ed720c4f8f92c9954907d602d6fe2f6feed1b75dd73219e6,Logistics,Assistant,2014-11-13,,
c739b37c170eb231e7af62330084aab0c9bddd01c32944542914d9082c668cfb,Sales,Assistant,2014-11-16,,
5b8d0405a92d2ba24dc1d9480c26f55bf8ce08fe2eb14c1de7e693ed7e5966e8,Production,Assistant,2014-11-19,,
4aaf0a5d6012a71cb0d3a1ba7d36f7dea8c5f34bb8b711a696ca095b98a4d66b,Production,Storekeeper,2014-11-20,2016-11-19,Layoff
8d818d87f0238774d9430dd6bbb43cb4c9c6be90ea7cc2d8625cddf9fba2b9e2,Production,Assistant,2014-11-22,,
81b2102b85f175830ca03c5331c35f90c586beac7f48dc7a2405379b6bacde26,Production,Assistant,2014-11-23,,
7821e821d7ec820ce3aa4767465e28a41796cae25bce3492037abe6970c21e00,Production,Storekeeper,2014-11-24,2015-07-01,Resignation 
070386e752563d67dc3da8c9fd125f471623ea0d57d78b3ac338594b3423fb51,Production,Storekeeper,2014-11-28,2016-05-19,Layoff
389f42b418dee6161022446faa725fb3b0d3b7078558ff60bb1797ee6992fdfa,Production,Operator,2014-11-29,2024-06-28,Layoff
36700a188f7cef2b8f1fbe3a28eacc252be7caf7f2bf4d1b524a9a1912af28f8,Production,Storekeeper,2014-12-02,2015-03-23,Layoff
298721dcb262450c3c57ef9354ff5f680345dc8a681f578ab0c7da551cff1f71,Logistics,Assistant,2014-12-09,,
12ab55e328ba7a875b5c9f778cff658472f0778cae6a8f31f95edfcbdec9b22f,Production,Assistant,2014-12-24,,
ac234c3575be8bcb68a5806562d489d22e6da61121f08140694a3146f945ddcf,Engineering,Supervisor,2015-01-03,,
76cc75239a317d235fa5c6895de9ef6f63f90077a99d0ae9de6f705b27a6c4ef,Production,Assistant,2015-01-03,,
db58e9b2b54b3540281a9fe853838a759fffac89ddef1edc2daf5ac7cef253d8,Quality,Assistant,2015-01-05,,
bfe0ffd1f133fe58d0eabf293a2cb35af25a7c8fda300df2e5c4b7be9c069990,Production,Assistant,2015-01-07,,
5e5896a6a630b5d25cbefb0b4a820a3a69ef76d50346d0188638b314ad38240c,Maintenance,Operator,2015-01-08,,
68b4bf1584a584773c4a2266b9ffeb9e3890733975fe859345e1d6beeb7d0de9,Production,Storekeeper,2015-01-10,2015-04-14,Resignation 
ffc4c63031144dd70b094e7bfaa14d08025c1b2397f425c473b2525fe37fa601,Production,Operator,2015-01-11,,
b959b6936efe883a93c937c2ecd2bd7eac5010f3f941db5417adef174723fab6,Production,Storekeeper,2015-01-13,2015-02-11,Layoff
de39496eb3a9ce95627c2ffa69763125965a5fba60db923f0c5e9a866e12be08,Production,Storekeeper,2015-01-19,2015-07-03,Resignation 
0e6c302b4cd88ab21d6232a502cca0d0440f6e4201d44700e2aa3f17808acb42,Quality,Supervisor,2015-01-22,,
dc1a6797fb341e30eb784a7bf9fac38902a89d6cde719c82f0098027c34dd926,Production,Assistant,2015-01-25,,
db2e6c9109e370bd21b9222ceb1f5cf1c3ae19818986b5a153b53a050ae75e7c,Production,Assistant,2015-01-29,,
681ca71114471ea2a00eba760260238a6971b5aca129c3bce2ff130621558c47,Production,Storekeeper,2015-02-01,2015-11-14,Resignation 
32202196e94f89b9acbad1bb10b8d8e1d8353e2d50e34477a9887ffc9f7772fe,Production,Storekeeper,2015-02-01,2015-03-19,Layoff
a85be9d17787d8998ccfcdf9615b27962eb43e2dc51d62a24e0ea072f00ad478,Production,Assistant,2015-02-01,,
d3259a5b70dfba760050d8f400204044daa773f67c175da57ac87c1659355fe3,Logistics,Operator,2015-02-01,,
8dea1bca5a4bad92e33c449a6207f8890ed71b3c49336fd413eafa7f7008d246,Production,Storekeeper,2015-02-02,2016-01-22,Layoff
d0648618429c8108dd145aa2ea6b3331d705cc2292dee311be3fde58a9ddd7cb,Production,Storekeeper,2015-02-04,2015-12-08,Layoff
beb493c03aeee4810f6d4eeb64b3704061af63ed9d7778fa61c9d81b6c4bfb61,Production,Storekeeper,2015-02-04,2015-10-17,Resignation 
359ac90787a18f6f32a680dbb417049d2b1b0773b015909042cf8250adb24919,Production,Storekeeper,2015-02-07,2016-03-17,Resignation 
f1a81d29cc423adff10fe22b02fd102b39bf40df50603c6f10640bfdf1db007d,Production,Assistant,2015-02-10,,
5624459ee9c44bbc1d5e4d9dd6f215783da4c79cd254a84337779e13750c2e57,Production,Technician,2015-02-11,,
64182382d5ebe2ac8d28befb5018c51424a78b9e78b5db65c9cd8ff6cd84bee7,Production,Leader,2015-02-15,,
fc4dfe9125be714f4bc2f560f1fc55c1af8311d132374f36c5f5caea8f25636a,Production,Storekeeper,2015-02-17,2015-07-12,Layoff
1ae7fa23bf91ee3228f942161aaf7b7632c3cb950780590b11a3d77d6028f59f,Quality,Leader,2015-02-18,,
b92b01f4c7c9577cb07f5c05fcee4152d927c38d5b42abb2e16f419c8611bae0,Production,Storekeeper,2015-02-23,2016-05-23,Resignation 
ec5fa324522f1eb6751cb2eb911a364436169503d48ef204684e8c4b5a069387,Production,Assistant,2015-02-24,,
2f1826c293e1e66453ae87049fe5a323fb6e241433f7512d036d0fa62edabea9,Production,Storekeeper,2015-02-25,2016-05-29,Layoff
